,Company Name,Job Description,Job Title,Location,Salary
8165,"

    Aramco Services Company
","
Formulate the basis for the resolution of problems in any of several basic or special engineering disciplines by analyzing and evaluating all pertinent data...","
Engineering Consultant (338820)
",Houston,
8169,"

    Tachyus
","
We are looking for someone who has done the job before, but is excited to tackle the most sophisticated product challenges that merge cutting-edge interface...","
Product Manager
",Houston,
8170,"


    Texas Children's Hospital
","
Certification as a Medical Lab Scientist (MLS) by ASCP. Performing statistical analyses on data and preparation of reports required for the implementation of...","
Technical Specialist - Immunology General - Clinical Care Ce...
",Houston,
8171,"

    Simple [A]
","
We are content engineers, analysts, programmers, developers, architects, content strategists, strategic consultants, data scientists, producers, marketers,...","
Engagement Manager for CMS Implementations
",Houston,
8172,"


    MD Anderson Cancer Center
","
Assist in the preparation of scheduled status reports describing interim data, using the Patient Data Management System....","
Coord, Research Data in ICT
",Houston,
8173,"

    Pros.
","
Forecast Data Scientist. Supporting the Forecast Data Scientist is a high-performance team of professionals from Data Science, Development, Marketing, Product...","
Forecast Data Scientist
",Houston,
8175,"


    Blinds.com
","
Develop automated reporting that supports transparency and democratization of data. Leading through influence, you will creatively solve problems based on data....","
Digital Marketing Analyst
",Houston,
8176,"


    Targa Resources
","
Ability to conceptualize and assimilate data and present proposals in a clear and concise manner. Targa Resources is a growth-oriented provider of midstream...","
Senior Analyst, Technical Accounting and Research T7119
",Houston,
8177,"


    alliantgroup
","
Data (both financial and technical). Business including fellow MBAs, attorneys, accountants, engineers, and scientists....","
MBA Consultant
",Houston,
8178,"

    Oscar Technology
","
They are a leading investment data analysis firm who focus on innovation scientific ways to create solid portfolio's for its clients....","
Head of Engineering - Accounting Platform
",Houston,"$200,000 - $300,000 a year"
8179,"


    MD Anderson Cancer Center
","
Interpret, analyze and summarize data for presentation and publication. The ability to speak in front of groups of scientists....","
Research Scientist - Melanoma Medical Oncology Rsch
",Houston,
8180,"


    Baylor College of Medicine
","
Knowledge of next gen sequence data formats. The QA analyst will report to the Director of Project Development and will assist project managers in sample...","
Quality Assurance Analyst (Research)
",Houston,"$43,794 a year"
8182,"


    Brunel Energy
","
This position is for a Hadoop developer whose primary responsibility will be implementing data ingestion, ETL, and stream processing pipelines to support the...","
Senior Software Developer / Big Data
",Houston,
8183,"

    Panton International Incorporated
","
If you are a creative, motivated, and passionate data scientist who shares this ethos, this is your opportunity to join a highly talented team of other...","
Accounting Manager
",Houston,
8184,"


    KBRWyle
","
Support the Element Scientist in authoring the research announcements. Specifically, this position is for the Discipline Scientist (DS) for the Risk of...","
Senior Human Factors Engineer (Houston, TX)
",Houston,
8187,"


    MD Anderson Cancer Center
","
Maintain data necessary for audits. Generate CORE data reports, protocol summary reports, and user-generated data reports as requested....","
Coord, Clinical Studies in Investigative Cancer Therapeutics
",Houston,
8188,"

    Arundo Analytics
","
We are looking for Data Scientists and Senior Data Scientists with expertise in machine learning, artificial intelligence, statistical data analytics, and...","
Data Scientist
",Houston,
8189,"


    David Weekley Homes
","
Proven experience manipulating data sets and combining multiple data sources to produce valuable business insights....","
Marketing Analyst/Data Scientist
",Houston,
8190,"


    Golder Associates
","
Or office assignments under the direction of more experienced scientists and technical employees; Filing and managing all project related field notes including...","
Environmental Field Specialist/Engineer Job
",Houston,
8192,"

    Ambs Chemical Search
","
Catalyst Development Scientist. Design of lab-scale and/or pilot test units and protocols to efficiently generate data necessary for catalyst discovery,...","
Catalyst Development Scientist
",Houston,
8194,"

    NewGig
","
So if you're a Data Scientist looking for a NewGig apply today! We are the largest private home builder in the U.S looking for a Data Scientist to join our...","
Marketing Analyst - Data Scientist
",Houston,
8195,"


    MD Anderson Cancer Center
","
The primary purpose of the Research Nurse position is to provide basic assessment for protocol eligibility, clinical data design and management, patient and...","
Research Nurse- GI Medical Oncology
",Houston,
8196,"


    Cray
","
Ability to gather data, perform analysis and escalate to a higher level of support. CRAY) provides innovative systems and solutions enabling scientists and...","
Systems Engineer - Linux
",Houston,
8197,"


    Texas Children's Hospital
","
Medical Laboratory Scientist (MLS)/Medical Technologist (MT). In this position, you’ll perform routine and special procedures to obtain data or prepare products...","
Medical Technologist-Blood Bank/General Lab Assistant-West C...
",Houston,
8198,"


    BHP Billiton
","
Strong communication and data presentation skills. Contribute to the architecture for a globally distributed data analytics platform....","
Data Scientist, Technology - Houston
",Houston,
8202,"


    Johnson Service Group Inc.
","
Collaborate with others in Data Science and Analytics, and power users elsewhere in the company on Data Mining and Predictive Modeling....","
Data Analysis, Mining and Modeling Specialist (8386)
",Houston,
8204,"


    Addison Group
","
Define, build, and test funnels and reports for use by our data scientists. Ensure teams are educated about the quality of data and what it will enable...","
Digital Analytics Implementation Engineer
",Houston,
8205,"

    Burgeon IT Services
","
A demonstrated ability to solve challenging business problems using a data science approach by developing novel and/or adapting existing computational methods....","
Data Scientist
",Houston,
8206,"


    alliantgroup
","
Engineers, and scientists to identify and substantiate cash-generating tax. LP....","
Project Associate
",Houston,
8208,"

    Elite Business Solutions
","
Organize flow data for scientist, performs special projects as assigned. Ensures that the data analyzed (Raw data) matches the data reported to the Client....","
Cytogenetic Technologist
",Houston,
8209,"


    Objectwin Technology
","
Ensures and verifies quality control data is appropriate to the requirements of developing clinical assays. Registered Medical Technologist/Medical Laboratory...","
Needed: Medical Technologist (504225) - Houston, TX 77030
",Houston,
